Timestamp,Label,Location Name,Power (W),Energy (Wh),Appliance,user1_activity,user2_activity,Total Power (W),Unix Time,state
2025-01-08 13:59:17,SMP01,Laboratory 207,27.896,24788.324,Refrigerator(207),abs,abs,27.896,1736344757,S0
2025-01-08 13:59:29,SMP01,Laboratory 207,27.896,24788.324,Refrigerator(207),abs,abs,27.896,1736344769,S0
2025-01-08 13:59:41,SMP01,Laboratory 207,28.149,24788.787,Refrigerator(207),abs,abs,28.149,1736344781,S0
2025-01-08 13:59:53,SMP01,Laboratory 207,28.149,24788.787,Refrigerator(207),abs,abs,28.149,1736344793,S0
2025-01-08 14:00:07,SMP01,Laboratory 207,28.149,24788.787,Refrigerator(207),abs,abs,28.149,1736344807,S0
2025-01-08 14:00:19,SMP01,Laboratory 207,28.149,24788.787,Refrigerator(207),abs,abs,28.149,1736344819,S0
2025-01-08 14:00:31,SMP01,Laboratory 207,28.149,24788.787,Refrigerator(207),abs,abs,28.149,1736344831,S0
2025-01-08 14:00:43,SMP01,Laboratory 207,28.479,24789.254,Refrigerator(207),abs,abs,28.479,1736344843,S0
2025-01-08 14:00:55,SMP01,Laboratory 207,28.479,24789.254,Refrigerator(207),abs,abs,28.479,1736344855,S0
2025-01-08 14:01:08,SMP01,Laboratory 207,28.479,24789.254,Refrigerator(207),abs,abs,28.479,1736344868,S0
2025-01-08 14:01:20,SMP01,Laboratory 207,28.479,24789.254,Refrigerator(207),abs,abs,28.479,1736344880,S0
2025-01-08 14:01:32,SMP01,Laboratory 207,28.479,24789.254,Refrigerator(207),abs,abs,28.479,1736344892,S0
2025-01-08 14:01:44,SMP01,Laboratory 207,28.489,24789.726,Refrigerator(207),abs,abs,28.489,1736344904,S0
2025-01-08 14:01:57,SMP01,Laboratory 207,28.489,24789.726,Refrigerator(207),abs,abs,28.489,1736344917,S0
2025-01-08 14:02:09,SMP01,Laboratory 207,28.489,24789.726,Refrigerator(207),abs,abs,28.489,1736344929,S0
